,prediction
3300024933_17,facultative
3300021093_15,facultative
3300027419_38,facultative
3300015360_56,facultative
3300029214_17,facultative
3300012579_3,facultative
3300017937_6,facultative
3300000172_15,facultative
3300025902_29,facultative
3300008729_4,facultative
3300020179_43,aerobe
3300007043_10,facultative
3300007107_28,facultative
3300029214_5,facultative
3300008345_3,facultative
3300027878_28,facultative
3300008534_5,facultative
3300017650_6,facultative
3300029085_4,facultative
3300027612_1,facultative
3300020213_57,facultative
3300007360_62,facultative
3300026484_10,facultative
3300025161_18,facultative
3300027857_21,facultative
3300013126_19,facultative
3300013126_46,facultative
3300011974_24,facultative
3300025502_14,facultative
3300020084_42,facultative
3300008682_3,facultative
3300008490_15,facultative
3300020253_8,facultative
3300026975_9,facultative
3300026290_53,anaerobe
3300029604_14,facultative
3300002163_25,facultative
3300003894_27,facultative
3300011923_2,facultative
3300007111_16,facultative
3300025358_6,facultative
3300008385_4,facultative
3300018427_48,facultative
3300012609_4,facultative
3300027863_91,facultative
3300026262_8,facultative
3300026825_9,facultative
3300027834_23,facultative
3300028601_83,facultative
3300012984_7,facultative
3300020344_6,facultative
3300005238_4,facultative
3300027536_48,facultative
3300027760_39,facultative
3300014922_2,facultative
3300009826_90,facultative
3300024302_29,facultative
3300017480_17,facultative
3300006498_21,facultative
3300029126_13,facultative
3300013123_110,facultative
3300018018_27,facultative
3300029606_14,facultative
3300011214_1,facultative
3300029410_23,facultative
3300028963_8,facultative
3300029031_9,facultative
3300012950_24,facultative
3300024353_49,facultative
3300007091_7,facultative
3300012810_2,facultative
3300008479_22,facultative
3300013751_19,facultative
3300008551_6,facultative
3300017449_12,anaerobe
3300025570_3,facultative
3300002168_35,facultative
3300027863_220,facultative
3300025684_14,facultative
3300029008_11,facultative
3300014971_12,facultative
3300027839_77,facultative
3300017998_22,facultative
3300025725_14,facultative
3300029696_18,facultative
3300007222_20,facultative
3300028569_60,facultative
3300013133_78,anaerobe
3300008142_6,facultative
3300011544_1,facultative
3300025629_18,anaerobe
3300027051_11,facultative
3300014911_57,facultative
3300028007_7,facultative
3300025373_12,facultative
3300020084_39,facultative
3300028990_7,facultative
3300007315_17,facultative
3300027594_7,facultative
3300007361_30,facultative
3300027327_24,facultative
3300029503_10,facultative
3300020220_106,facultative
3300025614_16,facultative
3300029426_16,facultative
3300008347_14,facultative
3300027283_34,facultative
3300027373_22,facultative
3300007126_4,facultative
3300020204_70,facultative
3300011989_4,facultative
3300029709_14,facultative
3300000227_31,facultative
3300027838_10,facultative
3300025882_24,facultative
3300011603_3,facultative
3300010282_12,facultative
3300029189_7,anaerobe
3300009769_52,facultative
3300024289_1,facultative
3300029793_12,facultative
3300011735_3,facultative
3300007638_18,facultative
3300025897_17,facultative
3300013126_25,facultative
3300028483_8,facultative
3300029419_13,facultative
3300027909_24,facultative
3300022660_110,facultative
3300025830_25,facultative
3300027609_4,facultative
3300027839_23,facultative
3300004097_32,facultative
3300011986_37,facultative
3300025589_63,facultative
3300013014_34,facultative
3300029827_7,facultative
3300017509_13,facultative
3300011989_25,facultative
3300012036_14,facultative
3300029436_28,facultative
3300007272_7,facultative
3300027566_22,facultative
3300029566_18,facultative
3300023240_8,facultative
3300022891_2,facultative
3300011683_5,facultative
3300029562_13,facultative
3300010279_1,facultative
3300020416_14,facultative
3300027743_11,facultative
3300017431_20,facultative
3300029756_13,facultative
3300028048_60,facultative
3300026488_12,facultative
3300025529_27,facultative
3300015360_94,facultative
3300000101_43,facultative
3300007186_3,facultative
3300007952_2,facultative
3300029609_29,facultative
3300028577_10,facultative
3300028593_51,facultative
3300025871_88,facultative
3300013935_2,facultative
3300007124_32,facultative
3300011755_1,facultative
3300027847_62,facultative
3300018040_20,facultative
3300014792_12,facultative
3300029539_20,facultative
3300029722_12,facultative
3300029115_15,facultative
3300020733_11,facultative
3300027848_31,facultative
3300021603_25,facultative
3300025643_16,facultative
3300027980_33,facultative
3300024262_16,facultative
3300022660_92,facultative
3300012677_8,facultative
3300025692_6,facultative
3300024353_34,facultative
3300025740_7,facultative
3300029758_26,facultative
3300029257_15,facultative
3300021509_19,anaerobe
3300017522_36,facultative
3300001263_6,facultative
3300029615_25,facultative
3300020408_23,facultative
3300029589_16,facultative
3300009767_44,facultative
3300025118_8,facultative
3300029128_28,facultative
3300029767_18,facultative
3300026516_60,facultative
3300025161_23,facultative
3300029512_11,facultative
3300007996_15,facultative
3300012856_4,facultative
3300012018_14,facultative
3300010287_18,facultative
3300029378_22,facultative
3300000205_13,facultative
3300017941_21,facultative
3300029755_19,facultative
3300027951_19,facultative
3300020084_94,facultative
3300014538_8,facultative
3300009994_2,facultative
3300025892_65,facultative
3300009503_224,anaerobe
3300007966_24,facultative
3300000254_21,facultative
3300020079_31,facultative
3300017444_66,facultative
3300024954_3,facultative
3300008503_7,facultative
3300011918_11,facultative
3300012310_1,facultative
3300014553_13,facultative
3300029678_19,facultative
3300027900_115,facultative
3300026257_22,facultative
3300029456_9,facultative
3300013998_3,facultative
3300029743_24,facultative
3300006322_16,facultative
3300013138_228,facultative
3300011973_6,facultative
3300029236_18,facultative
3300025724_31,facultative
3300020195_64,facultative
3300013125_86,facultative
3300008499_8,facultative
3300025944_22,facultative
3300011989_6,facultative
3300014682_3,facultative
3300011578_1,facultative
3300025691_32,facultative
3300024356_12,facultative
3300028644_36,facultative
3300028114_23,facultative
3300029533_10,facultative
3300010428_30,facultative
3300013297_17,facultative
3300025691_19,facultative
3300029494_19,facultative
3300009566_26,facultative
3300008140_26,facultative
3300006239_1,facultative
3300012075_7,facultative
3300028198_15,facultative
3300027810_7,facultative
3300005547_10,facultative
3300008150_19,facultative
3300027524_2,facultative
3300027293_14,facultative
3300007991_19,facultative
3300017963_54,facultative
3300029620_13,facultative
3300007297_7,facultative
3300029491_14,facultative
3300029447_15,facultative
3300029238_30,facultative
3300020197_49,facultative
3300017816_10,facultative
3300027323_41,facultative
3300017444_18,facultative
3300029364_16,facultative
3300010397_8,facultative
3300029104_13,facultative
3300019360_28,facultative
3300000236_8,facultative
3300029354_17,facultative
3300017518_10,facultative
3300008695_5,facultative
3300029370_21,facultative
3300014911_62,facultative
3300002504_8,facultative
3300025775_14,facultative
3300029791_12,facultative
3300026509_104,facultative
3300027641_4,facultative
3300008481_18,facultative
3300025688_22,facultative
3300022661_126,facultative
3300009100_31,facultative
3300025161_73,anaerobe
3300025622_17,facultative
3300027819_149,facultative
3300014208_112,facultative
3300012805_6,facultative
3300008101_4,facultative
3300028582_22,facultative
3300029135_19,facultative
3300008362_8,facultative
3300014806_9,facultative
3300005326_12,facultative
3300007646_14,facultative
3300021092_40,aerobe
3300012640_1,facultative
3300025415_5,facultative
3300008522_6,facultative
3300013132_84,facultative
3300029354_4,facultative
3300029885_15,facultative
3300020394_29,facultative
3300021256_35,facultative
3300021400_80,facultative
3300000386_13,facultative
3300024054_28,facultative
3300005680_2,facultative
3300014897_2,facultative
3300012170_11,facultative
3300005287_9,facultative
3300029842_30,facultative
3300029039_12,facultative
3300007994_15,facultative
3300023109_43,facultative
3300026546_16,facultative
3300011766_2,facultative
3300014785_4,facultative
3300027815_59,facultative
3300020389_19,facultative
3300028568_44,facultative
3300025295_14,facultative
3300008634_16,facultative
3300022931_8,facultative
3300026094_4,facultative
3300027968_36,facultative
3300025856_26,facultative
3300025251_7,facultative
3300020305_4,facultative
3300029820_27,facultative
3300029611_26,facultative
3300026074_4,facultative
3300008420_10,facultative
3300014808_9,facultative
3300013439_1,facultative
3300017509_22,facultative
3300000447_9,facultative
3300013094_12,facultative
3300024353_27,facultative
3300013136_77,facultative
3300024945_4,facultative
3300011621_3,facultative
3300012003_4,facultative
3300007345_10,facultative
3300027332_1,facultative
3300008639_26,facultative
3300020182_15,facultative
3300008132_5,facultative
3300029747_24,facultative
3300028111_6,facultative
3300026934_3,facultative
3300013133_68,facultative
3300029772_20,facultative
3300026512_13,facultative
3300013586_1,facultative
3300029307_18,facultative
3300017444_47,facultative
3300010274_41,facultative
3300011706_2,facultative
3300025603_21,facultative
3300007294_6,facultative
3300009773_18,facultative
3300011418_16,facultative
3300029728_9,facultative
3300020393_13,facultative
3300012025_7,facultative
3300027510_31,facultative
3300012044_27,facultative
3300029696_34,facultative
3300029888_12,facultative
3300025281_8,facultative
3300025618_17,facultative
3300017531_8,facultative
3300012852_6,facultative
3300014068_4,facultative
3300012138_11,facultative
3300022602_34,facultative
3300007524_28,facultative
3300029392_17,facultative
3300029608_24,facultative
3300029755_16,facultative
3300029739_20,facultative
3300027600_3,facultative
3300029136_34,facultative
3300008638_18,facultative
3300029821_39,facultative
3300008547_8,facultative
3300012943_26,facultative
3300025689_43,facultative
3300029815_30,facultative
3300007123_3,facultative
3300027904_54,facultative
3300025620_34,facultative
3300023084_38,facultative
3300000477_3,facultative
3300021311_14,facultative
3300020204_16,facultative
3300027677_13,facultative
3300007348_13,facultative
3300029676_22,facultative
3300029013_20,facultative
3300008520_4,facultative
3300029227_9,facultative
3300025546_61,facultative
3300025456_11,facultative
3300029848_24,facultative
3300029816_12,facultative
3300029332_24,facultative
3300029782_20,facultative
3300027554_17,facultative
3300027777_49,facultative
3300013004_84,facultative
3300021518_15,facultative
3300025949_38,facultative
3300008520_7,facultative
3300021306_21,facultative
3300010267_34,facultative
3300029333_19,facultative
3300029647_14,facultative
3300029715_16,facultative
3300008078_4,facultative
3300029633_14,facultative
3300008130_21,facultative
3300025575_7,facultative
3300027863_81,facultative
3300008650_4,facultative
3300020137_10,facultative
3300014204_19,facultative
3300011457_3,facultative
3300011849_2,facultative
3300001598_73,facultative
3300000062_46,facultative
3300024263_31,anaerobe
3300017989_96,facultative
3300025809_44,facultative
3300029746_14,facultative
3300008575_21,facultative
3300025731_26,facultative
3300027276_3,facultative
3300012545_1,facultative
3300017494_19,facultative
3300029521_17,facultative
3300026268_9,facultative
3300022661_166,facultative
3300000366_9,facultative
3300000131_1,facultative
2014031006_1,facultative
3300006045_74,facultative
3300025933_33,facultative
3300012010_7,facultative
3300020243_1,facultative
3300010373_49,facultative
3300007792_1,facultative
3300026264_3,facultative
3300017429_14,facultative
3300007204_12,facultative
3300012839_5,facultative
3300025849_32,facultative
3300027143_8,facultative
3300014149_28,anaerobe
3300028032_32,facultative
3300005444_22,facultative
3300014109_12,facultative
3300025296_6,facultative
3300006186_10,facultative
3300011002_40,facultative
3300017987_31,facultative
3300011976_52,facultative
3300021426_71,facultative
3300028622_19,anaerobe
3300026204_15,facultative
3300010260_16,facultative
3300027144_11,facultative
3300012940_39,facultative
3300029188_13,facultative
3300027819_142,facultative
3300029233_1,facultative
3300006564_13,facultative
3300029589_33,facultative
3300027509_48,facultative
3300007222_30,facultative
3300029870_16,facultative
3300008103_28,facultative
3300018034_7,facultative
3300021509_18,facultative
3300011571_4,facultative
3300012005_17,facultative
3300006256_18,facultative
3300026256_16,facultative
